"New Category Structure from October 15, 2019 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","","","Bags","","165258"
"","","","","Banks","","13602"
"","","","","Books","","165259"
"","","","","Bottle Caps","","20169"
"","","","","Bottles","","13603"
"","","","","Calendars","","20170"
"","","","","Cans","","13604"
"","","","","Carriers & Caddies","","165261"
"","","","","Cigarette Lighters & Ashtrays","","35686"
"","","","","Clocks & Radios","","13605"
"","","","","Coasters","","20171"
"","","","","Cookie Jars & Canisters","","35687"
"","","","","Coolers","","20172"
"","","","","Decals & Stickers","","20173"
"","","","","Dishes, Bowls & Plates","","35688"
"","","","","Figurines","","20174"
"","","","","Flashlights & Keychains","","20175"
"","","","","Glasses","","13606"
"","","","","Lamps & Lighting","","37824"
"","","","","Lunchboxes & Lunch Bags","","20176"
"","","","","Magnets","","37825"
"","","","","Mugs, Cups & Steins","","20177"
"","","","","Openers","","20178"
"","","","","Ornaments","","20179"
"","","","","Pens & Pencils","","37826"
"","","","","Phones","","37827"
"","","","","Pins, Badges & Patches","","13607"
"","","","","Playing Cards","","20180"
"","","","","Plush, Stuffed Animals","","165260"
"","","","","Posters & Prints","","20181"
"","","","","Puzzles & Games","","20182"
"","","","","Shakers","","20183"
"","","","","Shirts, Jackets & Hats","","20184"
"","","","","Signs","","13608"
"","","","","Thermometers","","20185"
"","","","","Tins","","13609"
"","","","","Trading Cards","","37823"
"","","","","Trays","","13610"
"","","","","Trucks & Cars","","13611"
"","","","","Watches","","35690"
"","","","","Other Coca-Cola Ads","","38"
"","","","Dad's","","","165262"
"","","","Dr Pepper","","","877"
"","","","Fountain","","","852"
"","","","Hires Root Beer","","","857"
"","","","Mountain Dew","","","10808"
"","","","Moxie","","","1334"
"","","","Orange Crush","","","10809"
"","","","Pepsi","","","13612"
"","","","","Advertising-Print","","13613"
"","","","","Banks","","20186"
"","","","","Bottles & Cans","","13614"
"","","","","Clocks & Radios","","35691"
"","","","","Glasses","","13615"
"","","","","Pins, Badges & Patches","","165263"
"","","","","Shirts, Jackets & Hats","","20187"
"","","","","Signs","","13616"
"","","","","Trucks & Cars","","20188"
"","","","","Other Pepsi Advertisements","","854"
"","","","Royal Crown/Nehi/Diet Rite","","","10810"
"","","","Schweppes","","","3897"
"","","","Squirt","","","856"
"","","","Vernor’s","","","165264"
"","","","Merchandise & Memorabilia","","","35692"
"","","","","Bottle Caps","","35693"
"","","","","Bottles","","35694"
"","","","","Cans","","35695"
"","","","","Glasses, Cups & Mugs","","35696"
"","","","","Labels","","35697"
"","","","","Patches","","170073"
"","","","","Signs","","35698"
"","","","","Other Soda Memorabilia","","37"
"","","","Mixed Lots","","","20189"
"","","","Other Soda Memorabilia","","","165265"
"","","Tires","","","","13617"
"","","","B.F. Goodrich","","","13618"
"","","","Firestone","","","13620"
"","","","Goodyear","","","13619"
"","","","Michelin","","","13621"
"","","","Other Tire Advertisements","","","863"
"","","Merchandise & Memorabilia","","","","13623"
"","","","Advertising-Print","","","37828"
"","","","","Pre-1900","","37829"
"","","","","1900-09","","37830"
"","","","","1910-19","","37831"
"","","","","1920-29","","37832"
"","","","","1930-39","","37833"
"","","","","1940-49","","37834"
"","","","","1950-59","","37835"
"","","","","1960-69","","37836"
"","","","","1970-79","","37837"
"","","","","1980-89","","37838"
"","","","","1990-Now","","37839"
"","","","Blotters","","","12505"
"","","","Calendars","","","13624"
"","","","Characters & Dolls","","","796"
"","","","Clocks","","","797"
"","","","Fans","","","21148"
"","","","Labels","","","799"
"","","","Mannequins","","","10797"
"","","","Mirrors","","","13625"
"","","","Mugs & Cups","","","21147"
"","","","Plates","","","73471"
"","","","Premiums, Prizes & Charms","","","800"
"","","","Signs","","","10804"
"","","","","Original","","37840"
"","","","","","Pre-1930","37841"
"","","","","","1930-69","10806"
"","","","","","1970-Now","804"
"","","","","Reproduction","","10805"
"","","","Store Displays","","","798"
"","","","Thermometers","","","12506"
"","","","Tins","","","801"
"","","","Trays","","","803"
"","","","Victorian Trade Cards","","","37842"
"","","","","Coffee & Tea","","37843"
"","","","","Sewing Machines","","37844"
"","","","","Shoes & Boots","","37845"
"","","","","Soap","","50712"
"","","","","Other Victorian Trade Cards","","802"
"","","","Other Merch & Memorabilia Ads","","","35"
"","","Price Guides & Publications","","","","171180"
"","","Other Collectible Ads","","","","165266"
"","Animals","","","","","1335"
"","","Amphibians & Reptiles","","","","165267"
"","","","Alligators & Crocodiles","","","13652"
"","","","Frogs","","","37869"
"","","","","Handmade, Handcrafted Items","","165296"
"","","","","Apparel","","37870"
"","","","","Figurines","","37871"
"","","","","Garden Décor","","165295"
"","","","","Jewelry & Pins","","37872"
"","","","","Trinket Boxes","","165297"
"","","","","Other Frog Collectibles","","10885"
"","","","Lizards","","","10875"
"","","","Snakes","","","10876"
"","","","Turtles","","","10877"
"","","","Other Reptile Collectibles","","","165268"
"","","Birds","","","","10811"
"","","","Non Species Specific","","","165269"
"","","","Blue Jays","","","37846"
"","","","Bluebirds","","","37847"
"","","","Cardinals","","","13626"
"","","","Crows & Ravens","","","165270"
"","","","Doves & Pigeons","","","25426"
"","","","Ducks","","","10812"
"","","","Eagles","","","13627"
"","","","Finches","","","165271"
"","","","Flamingos","","","10813"
"","","","Geese","","","10814"
"","","","Hawks","","","165272"
"","","","Hummingbirds","","","10815"
"","","","Loons","","","37848"
"","","","Owls","","","12587"
"","","","Parakeets & Budgerigars","","","37849"
"","","","Parrots","","","10816"
"","","","Peacocks","","","20192"
"","","","Pelicans","","","37850"
"","","","Penguins","","","10817"
"","","","Pheasants","","","37851"
"","","","Quail","","","165273"
"","","","Robins","","","103924"
"","","","Sparrows","","","165274"
"","","","Swans","","","13628"
"","","","Toucans","","","165275"
"","","","Turkeys","","","165276"
"","","","Woodpeckers","","","165277"
"","","","Other Bird Collectibles","","","1337"
"","","Cats","","","","10818"
"","","","Handmade, Handcrafted Items","","","156226"
"","","","Apparel","","","37852"
"","","","Bags & Handbags","","","165278"
"","","","Books","","","37853"
"","","","Calendars & Datebooks","","","156225"
"","","","Cards & Notecards","","","88861"
"","","","Collector Plates","","","37854"
"","","","Decals & Stickers","","","50714"
"","","","Figurines","","","37855"
"","","","Jewelry & Pins","","","37856"
"","","","Magnets","","","156227"
"","","","Mugs & Cups","","","37857"
"","","","Ornaments","","","37858"
"","","","Picture Frames","","","103925"
"","","","Pillows & Throws","","","103926"
"","","","Posters, Prints & Paintings","","","37859"
"","","","Salt & Pepper Shakers","","","103927"
"","","","Signs & Plaques","","","37860"
"","","","Trinket Boxes","","","103928"
"","","","Other Cat Collectibles","","","1338"
"","","Dogs","","","","10823"
"","","","Mixed Breeds","","","165285"
"","","","Non Breed Specific","","","165286"
"","","","Affenpinscher","","","165287"
"","","","Afghan Hound","","","12507"
"","","","Airedale Terrier","","","10824"
"","","","Akita","","","29408"
"","","","Alaskan Malamute","","","29409"
"","","","American Bulldog","","","165288"
"","","","American Eskimo","","","50715"
"","","","Australian Cattle Dog","","","29410"
"","","","Australian Shepherd","","","29411"
"","","","Australian Terrier","","","82481"
"","","","Basenji","","","29412"
"","","","Basset Hound","","","10825"
"","","","Beagle","","","10826"
"","","","Bearded Collie","","","50716"
"","","","Bedlington Terrier","","","50717"
"","","","Belgian Malinois","","","165289"
"","","","Belgian Sheepdog","","","50718"
"","","","Belgian Tervuren","","","165290"
"","","","Bernese Mountain Dog","","","29413"
"","","","Bichon Frisé","","","10827"
"","","","Bloodhound","","","29414"
"","","","Border Collie","","","10828"
"","","","Border Terrier","","","82482"
"","","","Borzoi/Russian Wolfhound","","","13629"
"","","","Boston Terrier","","","10829"
"","","","Bouvier des Flandres","","","60210"
"","","","Boxer","","","10830"
"","","","Brittany","","","29415"
"","","","Brussels Griffon","","","50719"
"","","","Bull Terrier","","","13630"
"","","","Bulldog, English Bulldog","","","10831"
"","","","Bullmastiff","","","50720"
"","","","Cairn Terrier","","","12508"
"","","","Cavalier King Charles Spaniel","","","50721"
"","","","Chesapeake Bay Retriever","","","29416"
"","","","Chihuahua","","","10832"
"","","","Chinese Crested","","","50722"
"","","","Chow Chow","","","10833"
"","","","Clumber Spaniel","","","165291"
"","","","Cocker Spaniel","","","10834"
"","","","Collie","","","10835"
"","","","Corgi","","","10836"
"","","","Dachshund","","","10837"
"","","","Dalmatian","","","10838"
"","","","Dandie Dinmont Terrier","","","165292"
"","","","Doberman Pinscher","","","10839"
"","","","English Bull Terrier","","","73472"
"","","","English Setter","","","29417"
"","","","English Springer Spaniel","","","13631"
"","","","Finnish Spitz","","","165293"
"","","","Flat-Coated Retriever","","","156229"
"","","","Fox Terrier","","","10840"
"","","","French Bulldog","","","13632"
"","","","German Shepherd","","","10841"
"","","","German Shorthaired Pointer","","","29418"
"","","","German Wirehaired Pointer","","","165279"
"","","","Golden Retriever","","","10842"
"","","","Gordon Setter","","","29419"
"","","","Great Dane","","","11634"
"","","","Great Pyrenees","","","29420"
"","","","Greater Swiss Mountain Dog","","","165280"
"","","","Greyhound","","","10843"
"","","","Havanese","","","156230"
"","","","Irish Setter","","","29421"
"","","","Irish Terrier","","","156231"
"","","","Irish Wolfhound","","","29422"
"","","","Italian Greyhound","","","50723"
"","","","Jack Russell Terrier","","","10844"
"","","","Japanese Chin","","","29423"
"","","","Keeshond","","","29424"
"","","","Kerry Blue Terrier","","","145700"
"","","","Labrador Retriever","","","10845"
"","","","Lakeland Terrier","","","90660"
"","","","Lhasa Apso","","","10846"
"","","","Maltese","","","10847"
"","","","Manchester Terrier","","","165281"
"","","","Mastiff","","","10848"
"","","","Miniature Pinscher","","","50724"
"","","","Newfoundland","","","13633"
"","","","Norfolk Terrier","","","79967"
"","","","Norwegian Elkhound","","","165294"
"","","","Norwich Terrier","","","156232"
"","","","Old English Sheepdog","","","13634"
"","","","Otterhound","","","90655"
"","","","Papillon","","","29425"
"","","","Pekingese","","","13635"
"","","","Petit Basset Griffon Vendéen","","","165282"
"","","","Pit Bull Terrier","","","82483"
"","","","Pointer","","","29426"
"","","","Pomeranian","","","10849"
"","","","Poodle","","","10850"
"","","","Portuguese Water Dog","","","156233"
"","","","Pug","","","10851"
"","","","Rat Terrier","","","73473"
"","","","Rhodesian Ridgeback","","","29427"
"","","","Rottweiler","","","10852"
"","","","Saint Bernard","","","10853"
"","","","Saluki","","","29428"
"","","","Samoyed","","","13636"
"","","","Schipperke","","","29429"
"","","","Schnauzer","","","13637"
"","","","Scottish Deerhound","","","101126"
"","","","Scottish Terrier","","","10854"
"","","","Sealyham Terrier","","","90661"
"","","","Shar Pei","","","10855"
"","","","Sheltie/Shetland Sheepdog","","","13638"
"","","","Shiba Inu","","","50725"
"","","","Shih Tzu","","","10856"
"","","","Siberian Husky","","","10857"
"","","","Silky Terrier","","","156234"
"","","","Skye Terrier","","","91320"
"","","","Staffordshire Bull Terrier","","","60211"
"","","","Sussex Spaniel","","","169306"
"","","","Tibetan Spaniel","","","165283"
"","","","Tibetan Terrier","","","108917"
"","","","Vizsla","","","29430"
"","","","Water Spaniel","","","82484"
"","","","Weimaraner","","","29431"
"","","","Welsh Springer Spaniel","","","165284"
"","","","West Highland White Terrier","","","13639"
"","","","Wheaten Terrier","","","50726"
"","","","Whippet","","","10858"
"","","","Yorkshire Terrier","","","10859"
"","","","Other Dog Collectibles","","","66505"
"","","Farm & Countryside","","","","45602"
"","","","Chickens","","","10864"
"","","","Cows","","","40037"
"","","","","Creamers","","50713"
"","","","","Figurines","","40143"
"","","","","Posters & Prints","","40039"
"","","","","Signs & Plaques","","40040"
"","","","","Other Cow Collectibles","","10865"
"","","","Deer","","","10881"
"","","","Donkeys & Mules","","","13646"
"","","","Foxes","","","10884"
"","","","Goats","","","12588"
"","","","Hedgehogs","","","12510"
"","","","Otters","","","12511"
"","","","Pigs","","","10866"
"","","","Rabbits","","","10893"
"","","","Raccoons","","","10894"
"","","","Sheep","","","10867"
"","","","Skunks","","","29438"
"","","","Squirrels","","","10895"
"","","","Other Farm & Country Animals","","","1528"
"","","Fish & Marine","","","","69525"
"","","","Dolphins","","","37861"
"","","","","Candles & Candleholders","","37862"
"","","","","Collector Plates","","37863"
"","","","","Figurines","","37864"
"","","","","Jewelry & Pins","","37865"
"","","","","Other Dolphin Collectibles","","10882"
"","","","Fish","","","3898"
"","","","Lobsters & Shellfish","","","29433"
"","","","Seals & Sea Lions","","","13648"
"","","","Sharks","","","13649"
"","","","Walrus","","","165304"
"","","","Whales","","","10897"
"","","","Other Marine Life Collectibles","","","69527"
"","","Horses: Merch. & Memorabilia","","","","13651"
"","","","Handmade, Handcrafted Items","","","156262"
"","","","Apparel","","","156254"
"","","","Books","","","156255"
"","","","Calendars & Datebooks","","","156256"
"","","","Cards & Notecards","","","156257"
"","","","Collector Plates","","","156258"
"","","","Decals & Stickers","","","156259"
"","","","Figurines","","","156260"
"","","","Flags","","","156261"
"","","","Jewelry & Pins","","","156263"
"","","","Magnets","","","156264"
"","","","Mugs & Cups","","","156266"
"","","","Ornaments","","","156267"
"","","","Paintings","","","156268"
"","","","Picture Frames","","","156269"
"","","","Pillows & Throws","","","156270"
"","","","Posters & Prints","","","156271"
"","","","Salt & Pepper Shakers","","","156272"
"","","","Signs & Plaques","","","156273"
"","","","Trinket Boxes","","","156274"
"","","","Other Horse Memorabilia","","","103930"
"","","Horses: Model Horses","","","","156265"
"","","","Breyer","","","35998"
"","","","","Traditional, 12 x 9 Inch","","35999"
"","","","","Breyer Classics, 9 x 6 Inch","","36000"
"","","","","Mini Whinnies","","167982"
"","","","","Ponies, 7 x 6 Inch","","36001"
"","","","","Paddock Pals, 6 x 5 Inch","","36002"
"","","","","Stablemates, 4 x 3 Inch","","36003"
"","","","","Companion Animals","","36004"
"","","","","Stables & Barns","","36007"
"","","","","Accessories","","36005"
"","","","","Mixed Lots","","36009"
"","","","","Other Breyer Model Horses","","388"
"","","","Grand Champions","","","103929"
"","","","Hagen-Renaker","","","14888"
"","","","Hartland","","","14275"
"","","","Peter Stone","","","14889"
"","","","Trail of Painted Ponies","","","63745"
"","","","Accessories","","","165305"
"","","","Other Model Horses","","","1341"
"","","Insects & Butterflies","","","","10869"
"","","","Entomology, Real Insects","","","156275"
"","","","Bees","","","10870"
"","","","Beetles","","","29434"
"","","","Butterflies & Moths","","","10871"
"","","","Dragonflies","","","10872"
"","","","Ladybugs","","","10873"
"","","","Scorpions","","","103931"
"","","","Spiders","","","103932"
"","","","Other Insect Collectibles","","","10868"
"","","Prehistoric & Dinosaurs","","","","3230"
"","","Small Pets","","","","165298"
"","","","Chinchillas","","","165299"
"","","","Ferrets","","","12509"
"","","","Guinea Pigs","","","165300"
"","","","Hamsters","","","165301"
"","","","Mice","","","10891"
"","","","Rats","","","165302"
"","","","Other Small Pet Collectibles","","","165303"
"","","Wild Animals","","","","45604"
"","","","Bears","","","29435"
"","","","Buffalo","","","10879"
"","","","Camels","","","29436"
"","","","Cheetahs","","","10880"
"","","","Cougars","","","13653"
"","","","Coyotes","","","29437"
"","","","Elephants","","","37866"
"","","","","Figurines","","37867"
"","","","","Jewelry & Pins","","37868"
"","","","","Other Elephant Collectibles","","10883"
"","","","Giraffes","","","10886"
"","","","Gorillas & Apes","","","165306"
"","","","Hippopotamus","","","13654"
"","","","Koalas","","","10887"
"","","","Leopards","","","13655"
"","","","Lions","","","10888"
"","","","Llamas","","","73474"
"","","","Monkeys","","","10889"
"","","","Moose","","","10890"
"","","","Mountain Lions","","","165307"
"","","","Pandas","","","10892"
"","","","Panthers","","","165308"
"","","","Polar Bears","","","13656"
"","","","Pumas","","","165309"
"","","","Rhinoceros","","","13657"
"","","","Tigers","","","10896"
"","","","Wolves","","","37873"
"","","","","Apparel","","37874"
"","","","","Collector Plates","","37875"
"","","","","Figurines","","37876"
"","","","","Posters & Prints","","37877"
"","","","","Other Wolf Collectibles","","10898"
"","","","Zebras","","","10899"
"","","","Other Wild Animal Collectibles","","","35710"
"","","Price Guides & Publications","","","","171181"
"","","Other Animal Collectibles","","","","1336"
"","Animation Art & Characters","","","","","13658"
"","","Animation Art","","","","1529"
"","","","Limited Editions","","","1531"
"","","","Prints","","","13659"
"","","","Production Art","","","1532"
"","","","Sericels","","","1533"
"","","","Other Animation Art","","","1530"
"","","Animation Characters","","","","1344"
"","","","Betty Boop","","","39538"
"","","","","Apparel","","165310"
"","","","","Bags & Cases","","88862"
"","","","","Boxes","","39539"
"","","","","Car Accessories","","165311"
"","","","","Clocks","","165312"
"","","","","Figures","","39540"
"","","","","Jewelry & Watches","","39541"
"","","","","Lamps & Lighting","","165313"
"","","","","Magnets","","165314"
"","","","","Mugs & Cups","","165315"
"","","","","Pillows & Throws","","165316"
"","","","","Pins","","39542"
"","","","","Signs & Plaques","","39543"
"","","","","Other Betty Boop","","13660"
"","","","Bratz","","","156988"
"","","","Care Bears","","","156989"
"","","","Casper The Ghost","","","88863"
"","","","Curious George","","","73475"
"","","","Disney","","","156990"
"","","","Dora the Explorer","","","156991"
"","","","Dr. Seuss","","","14276"
"","","","Emily the Strange","","","156992"
"","","","Family Guy","","","156993"
"","","","Felix the Cat","","","13661"
"","","","Futurama","","","156994"
"","","","Garfield","","","8610"
"","","","Ghostbusters","","","73476"
"","","","Hanna-Barbera","","","13662"
"","","","","Flintstones","","13663"
"","","","","Hong Kong Phooey","","165317"
"","","","","Huckleberry Hound","","165318"
"","","","","Jetsons","","165319"
"","","","","Scooby-Doo","","13664"
"","","","","Yogi Bear","","165320"
"","","","","Other Hanna-Barbera","","1534"
"","","","Happy Bunny","","","156995"
"","","","Hello Kitty","","","73477"
"","","","M&M","","","156996"
"","","","Muppets","","","73478"
"","","","Peanuts","","","39544"
"","","","","Cups, Mugs","","39545"
"","","","","Figurines","","39546"
"","","","","Pins","","39547"
"","","","","Plush Items","","88864"
"","","","","Other Peanuts","","8614"
"","","","Pink Panther","","","39548"
"","","","Popeye","","","13671"
"","","","Rat Fink","","","156997"
"","","","Rocky & Bullwinkle","","","13672"
"","","","Sesame Street","","","73479"
"","","","Shrek","","","74703"
"","","","Simpsons","","","8616"
"","","","Smurfs","","","13673"
"","","","South Park","","","39549"
"","","","SpongeBob SquarePants","","","60212"
"","","","Tom & Jerry","","","73480"
"","","","Wallace and Gromit","","","156998"
"","","","Walter Lantz/Woody Woodpecker","","","1536"
"","","","Warner Bros.","","","13674"
"","","","","Animaniacs","","165321"
"","","","","Bugs Bunny","","13675"
"","","","","Daffy Duck","","13676"
"","","","","Foghorn Leghorn","","165322"
"","","","","Looney Tunes","","165323"
"","","","","Marvin the Martian","","13677"
"","","","","Pepe Le Pew","","13678"
"","","","","Porky Pig","","88865"
"","","","","Powerpuff Girls","","13679"
"","","","","Road Runner/Wile E. Coyote","","13680"
"","","","","Speedy Gonzales","","165324"
"","","","","Sylvester","","13681"
"","","","","Tasmanian Devil","","13682"
"","","","","Tweety Bird","","39550"
"","","","","","Boxes","39551"
"","","","","","Cups, Mugs","39552"
"","","","","","Pins","39553"
"","","","","","Other Tweety Bird","13683"
"","","","","Yosemite Sam","","165325"
"","","","","Other Warner Bros Collectibles","","1537"
"","","","Ziggy","","","39554"
"","","","Other Animated Characters","","","363"
"","","Japanese, Anime","","","","11118"
"","","",".Hack//","","","106883"
"","","","Ah My Goddess","","","39555"
"","","","Akira","","","99994"
"","","","Astro Boy","","","70955"
"","","","Berserk","","","99992"
"","","","Bleach","","","106884"
"","","","Card Captor Sakura","","","31374"
"","","","Chobits","","","39556"
"","","","Clamp","","","106885"
"","","","Cowboy Bebop","","","31375"
"","","","Dead or Alive","","","106886"
"","","","Doraemon","","","106887"
"","","","DragonBall Z","","","13666"
"","","","Escaflowne","","","31377"
"","","","Evangelion","","","11424"
"","","","Final Fantasy","","","88923"
"","","","","Books, Manga, Doujinshi","","106888"
"","","","","CDs, Soundtracks","","106889"
"","","","","Cosplay, Costumes","","88927"
"","","","","Figures, Plush","","88924"
"","","","","Jewelry, Watches","","88925"
"","","","","Posters, Wall Scrolls","","88926"
"","","","","Other Final Fantasy","","13667"
"","","","Fruits Basket","","","99993"
"","","","Fullmetal Alchemist","","","106890"
"","","","","Books, Manga, Doujinshi","","106891"
"","","","","Cosplay, Costumes","","106892"
"","","","","Figures, Plush","","106893"
"","","","","Keychains","","106894"
"","","","","Posters, Wall Scrolls","","106895"
"","","","","Other Fullmetal Alchemist","","88928"
"","","","Fushigi Yuugi","","","31378"
"","","","Ghost in the Shell","","","73573"
"","","","Gundam","","","11117"
"","","","Hamtaro","","","50727"
"","","","Hellsing","","","88929"
"","","","Hikaru no Go","","","106896"
"","","","Hunter x Hunter","","","106897"
"","","","Initial D","","","73574"
"","","","InuYasha","","","106898"
"","","","","Books, Manga, Doujinshi","","106899"
"","","","","CDs, Soundtracks","","106900"
"","","","","Figures, Plush","","106901"
"","","","","Posters, Wall Scrolls","","106902"
"","","","","Other InuYasha","","39557"
"","","","King of Fighters","","","39558"
"","","","Legend of Zelda","","","106903"
"","","","Love Hina","","","39559"
"","","","Lupin","","","106904"
"","","","Macross, Robotech","","","13668"
"","","","Mazinger","","","106905"
"","","","Monchhichi","","","106906"
"","","","Naruto","","","106907"
"","","","","Books, Manga, Doujinshi","","106908"
"","","","","Cosplay, Costumes","","106909"
"","","","","","Bags, Cases","106910"
"","","","","","Costumes, Apparel","106911"
"","","","","","Headbands, Armbands","106912"
"","","","","","Jewelry, Watches","106914"
"","","","","","Knives, Weapons","106913"
"","","","","","Other Naruto Cosplay Gear","106915"
"","","","","Figures, Plush","","106916"
"","","","","Keychains","","106917"
"","","","","Posters, Wall Scrolls","","106918"
"","","","","Other Naruto","","73575"
"","","","One Piece","","","73576"
"","","","Pokémon","","","73577"
"","","","Pucca","","","88930"
"","","","Ranma","","","39560"
"","","","Rurouni Kenshin","","","39561"
"","","","Sailor Moon","","","39562"
"","","","","Books, Manga, Doujinshi","","106919"
"","","","","Figures, Plush","","39563"
"","","","","Posters, Prints","","39564"
"","","","","Other Sailor Moon","","11119"
"","","","Saint Seiya","","","39565"
"","","","Saiyuki","","","104062"
"","","","Sakura Wars","","","73578"
"","","","San-X","","","13669"
"","","","Sanrio, Hello Kitty","","","39566"
"","","","","Badtz Maru","","39567"
"","","","","Chococat","","106920"
"","","","","Cinnamoroll","","106921"
"","","","","Hello Kitty","","88931"
"","","","","","Bags, Cases","88932"
"","","","","","Figures, Plush","88935"
"","","","","","Jewelry, Watches","88933"
"","","","","","Keychains","88934"
"","","","","","Note Books, Address Books","106922"
"","","","","","Pencils, Pens","106923"
"","","","","","Stickers","106924"
"","","","","","Other Hello Kitty","39568"
"","","","","Keroppi","","39569"
"","","","","Little Twin Stars","","39570"
"","","","","My Melody","","39571"
"","","","","Pochacco","","39572"
"","","","","Other Sanrio","","11120"
"","","","Shaman King","","","106925"
"","","","Slayers","","","31380"
"","","","Street Fighter","","","106926"
"","","","Tenchi Muyo","","","31381"
"","","","Totoro","","","39573"
"","","","Trigun","","","31382"
"","","","Wolf's Rain","","","106927"
"","","","Yu-Gi-Oh!","","","50728"
"","","","Yu Yu Hakusho","","","39574"
"","","","Other Anime Collectibles","","","1345"
"","","Price Guides & Publications","","","","171182"
"","Arcade, Jukeboxes & Pinball","","","","","66502"
"","","Arcade Gaming","","","","13715"
"","","","Non-Video Arcade Machines","","","20270"
"","","","Video Arcade Machines","","","13716"
"","","","Manuals & Guides","","","13717"
"","","","Merchandise & Memorabilia","","","165326"
"","","","Replacement Parts","","","13718"
"","","","Other Arcade Gaming","","","3945"
"","","Jukeboxes","","","","13720"
"","","","Machines","","","13721"
"","","","Manuals & Guides","","","13722"
"","","","Merchandise & Memorabilia","","","165329"
"","","","Replacement Parts","","","13723"
"","","","Other Jukeboxes","","","3946"
"","","Pachinko","","","","165327"
"","","Pinball","","","","13724"
"","","","Machines","","","13725"
"","","","Manuals & Guides","","","13726"
"","","","Merchandise & Memorabilia","","","165330"
"","","","Replacement Parts","","","13727"
"","","","Other Pinball","","","3947"
"","","Price Guides & Publications","","","","171183"
"","","Other Coin-Op Collectibles","","","","165328"
"","Autographs","","","","","14429"
"","","Celebrities","","","","156999"
"","","Historical","","","","14428"
"","","Military","","","","157000"
"","","Models","","","","157001"
"","","Movies","","","","157002"
"","","Music","","","","157003"
"","","Political","","","","48773"
"","","","Congressional","","","48774"
"","","","Presidential","","","48775"
"","","","Other Political Autographs","","","14430"
"","","Science, Inventor","","","","14431"
"","","Space","","","","14438"
"","","Sports","","","","157004"
"","","Television","","","","157005"
"","","Price Guides & Publications","","","","171184"
"","","Other Collectible Autographs","","","","14433"
"","Banks, Registers & Vending","","","","","66503"
"","","Cash Registers","","","","13719"
"","","Mechanical Banks","","","","885"
"","","Safes","","","","158420"
"","","Still, Piggy Banks","","","","35736"
"","","","Animals","","","35737"
"","","","","Bears","","35738"
"","","","","Cats","","158416"
"","","","","Dogs","","158417"
"","","","","Elephants","","158418"
"","","","","Pigs","","35739"
"","","","","Other Animal-Shaped Banks","","35740"
"","","","Characters","","","35741"
"","","","Promotional","","","158419"
"","","","Vehicles","","","35742"
"","","","Other Collectible Still Banks","","","886"
"","","Vending Machines","","","","13732"
"","","","Candy","","","158422"
"","","","Charm","","","158423"
"","","","Coin Changers","","","158424"
"","","","Gumball","","","13733"
"","","","Postage Stamp","","","158425"
"","","","Soda","","","13734"
"","","","Vending Machine Parts","","","158426"
"","","","Other Vending Machines","","","3950"
"","","Price Guides & Publications","","","","171185"
"","Barware","","","","","3265"
"","","Absinthe Accessories","","","","170074"
"","","Bar Sets","","","","13906"
"","","Coasters","","","","13907"
"","","Corkscrews","","","","11635"
"","","Decanters","","","","35711"
"","","","Pre-1970","","","35712"
"","","","1970-Now","","","10901"
"","","Glasses, Cups, Mugs","","","","35713"
"","","Guides, Recipes, Games","","","","35714"
"","","Ice Buckets","","","","10902"
"","","Pitchers","","","","35715"
"","","Pourers, Stoppers","","","","10903"
"","","Shakers","","","","10904"
"","","Shot Glasses","","","","3273"
"","","Swizzle/Stir Sticks","","","","10905"
"","","Price Guides & Publications","","","","171186"
"","","Other Barware","","","","3269"
"","Beads","","","","","156277"
"","","Pre-1400","","","","156278"
"","","1400-1800","","","","156279"
"","","1800-1950","","","","156280"
"","","1950-Now","","","","156281"
"","","Price Guides & Publications","","","","171201"
"","Bottles & Insulators","","","","","29797"
"","","Bottles","","","","39491"
"","","","Antique (Pre-1900)","","","889"
"","","","","Beer","","156282"
"","","","","Bitters","","890"
"","","","","Flasks","","891"
"","","","","Food, Sauces & Condiments","","893"
"","","","","Jars","","892"
"","","","","Hair & Skin Care","","13908"
"","","","","Inks","","894"
"","","","","Liquor","","1351"
"","","","","Medicines & Cures","","895"
"","","","","Mineral Waters","","896"
"","","","","Poisons","","897"
"","","","","Sodas","","1350"
"","","","","Utility & Black Glass","","13909"
"","","","","Other Antique Bottles","","13910"
"","","","Modern (1900-Now)","","","13911"
"","","","","Beer","","39492"
"","","","","Bottle Caps","","158421"
"","","","","Figurals","","165332"
"","","","","Food, Sauces & Condiments","","165333"
"","","","","Flasks","","13912"
"","","","","Jars","","13913"
"","","","","Liquor","","13916"
"","","","","Medicine","","13914"
"","","","","Milk","","10906"
"","","","","Miniatures","","3914"
"","","","","Perfume","","39498"
"","","","","Seltzer","","165331"
"","","","","Sodas","","13915"
"","","","","Wine","","39502"
"","","","","Other Modern Bottles","","369"
"","","","Reproduction","","","13917"
"","","","","Clevenger","","165334"
"","","","","Wheaton","","13918"
"","","","","Other Reproduction Bottles","","10907"
"","","Insulators","","","","795"
"","","Price Guides & Publications","","","","171187"
"","","Other Collectible Bottles","","","","165335"
"","Breweriana, Beer","","","","","562"
"","","Advertising-Print","","","","35716"
"","","Ashtrays","","","","50731"
"","","Bottle Caps","","","","13550"
"","","Bottles: Aluminum","","","","170075"
