"New Category Structure from October 15, 2019 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","","","Vegetables","","139002"
"","","","","Vines","","57223"
"","","","","Water Plants","","20520"
"","","","","Other Plants & Seedlings","","40609"
"","","","Seeds & Bulbs","","","40605"
"","","","","Annual & Biennial Seeds","","20531"
"","","","","Bamboo Seeds","","183390"
"","","","","Bonsai Seeds","","20525"
"","","","","Bulbs, Roots & Rhizomes","","122891"
"","","","","Bush & Shrub Seeds","","20533"
"","","","","Cacti & Succulent Seeds","","115100"
"","","","","Carnivorous Plant Seeds","","119636"
"","","","","Fern Spores","","181117"
"","","","","Fruit Seeds","","120967"
"","","","","Herb Seeds","","42215"
"","","","","Houseplant Seeds","","40606"
"","","","","Lawn Grass Seeds","","19618"
"","","","","Orchid Seeds","","181112"
"","","","","Ornamental Grass Seeds","","181113"
"","","","","Perennial Seeds","","181114"
"","","","","Rose Seeds","","181115"
"","","","","Tree Seeds","","181116"
"","","","","Vegetable Seeds","","42221"
"","","","","Vine Seeds","","57224"
"","","","","Water Plant Seeds","","181118"
"","","","","Bulk Seeds","","181119"
"","","","","Other Seeds & Bulbs","","8439"
"","","","Other Plants, Seeds & Bulbs","","","181052"
"","","Ponds & Water Features","","","","93632"
"","","","Complete Pond Kits","","","181120"
"","","","Outdoor Fountains","","","20507"
"","","","Hand Nets & Sieves","","","157775"
"","","","Pond & Fountain Pumps","","","139921"
"","","","Pond Décor","","","181121"
"","","","Pond De-icers","","","157813"
"","","","Pond Filtration Equipment","","","181122"
"","","","Pond Filter Media & Accs","","","85757"
"","","","Pond Lighting","","","181123"
"","","","Pond Liners","","","181124"
"","","","Pond Planting Accessories","","","181125"
"","","","Pond Vacuums","","","157777"
"","","","Pond Water Test Kits","","","157810"
"","","","Pond Water Treatments","","","157802"
"","","","UV Sterilizers & Ionizers","","","42583"
"","","","Waterfall Boxes & Spillways","","","181126"
"","","","Wildlife Protection","","","157798"
"","","","Pond & Fountain Equip. Parts","","","181127"
"","","","Other Ponds & Water Features","","","57230"
"","","Pools & Spas","","","","20727"
"","","","Pool Chemicals & Testing","","","181057"
"","","","","Pool Chemicals & Clarifiers","","181058"
"","","","","Pool Water Testing & Kits","","181059"
"","","","","Pool & Spa Thermometers","","141482"
"","","","","Other Pool Chemicals & Testing","","181060"
"","","","Pool Cleaning Tools","","","181061"
"","","","","Handheld Pool Brushes & Nets","","181062"
"","","","","Pool Cleaners & Vacuums","","181063"
"","","","","Pool Cleaner & Vacuum Parts","","181064"
"","","","","Pool Cleaner Attachments","","181065"
"","","","","Pool Hoses","","167846"
"","","","","Other Pool Cleaning","","181066"
"","","","Pool Equipment & Parts","","","181067"
"","","","","Pool Covers & Rollers","","181068"
"","","","","Pool Fences","","167851"
"","","","","Pool Filters","","116412"
"","","","","Pool Heaters & Solar Panels","","42239"
"","","","","Pool Ladders & Steps","","167847"
"","","","","Pool Liners","","79676"
"","","","","Pool Pumps","","181485"
"","","","","Pool & Spa Lights","","167862"
"","","","","Pool Skimmer Systems & Baskets","","181069"
"","","","","Pool Slides & Diving Boards","","181072"
"","","","","Pool Water Levelers","","259753"
"","","","","Pool Equipment Parts & Accs","","181070"
"","","","","Other Pool Equipment & Parts","","181071"
"","","","Swimming Pools","","","181053"
"","","","","Above-Ground Pools","","116405"
"","","","","In-Ground Pools","","116406"
"","","","","Inflatable & Kid Pools","","116407"
"","","","Saunas","","","181054"
"","","","Sauna Heaters","","","27538"
"","","","Sauna Parts & Accessories","","","126415"
"","","","Spas & Hot Tubs","","","84211"
"","","","Spa & Hot Tub Covers","","","181074"
"","","","Spa & Hot Tub Parts","","","181075"
"","","","Other Pools & Spas","","","3243"
"","","Weed & Pest Control","","","","181034"
"","","","Animal & Rodent Control","","","181045"
"","","","Insect & Grub Control","","","181036"
"","","","","Foggers","","181037"
"","","","","Insect Repellent Sprays","","181038"
"","","","","Insect Traps & Baits","","181039"
"","","","","Insect Zappers","","181040"
"","","","","Insecticides","","181041"
"","","","","Swatters","","181042"
"","","","Protective Netting/Mesh","","","181046"
"","","","Rodenticides & Baits","","","181044"
"","","","Ultrasonic Pest Repellers","","","181035"
"","","","Weed Control","","","181047"
"","","","","Herbicides & Fungicides","","181048"
"","","","","Weeders","","178977"
"","","","","Weed Control Fabric","","181049"
"","","","","Weed Preventers","","181050"
"","","","Other Weed & Pest Control","","","50365"
"","","Watering Equipment","","","","29521"
"","","","Connectors, Clamps & Fittings","","","181013"
"","","","Drip Irrigation","","","139909"
"","","","Hoses","","","151604"
"","","","Hose Reels & Storage","","","46435"
"","","","Hose Guides","","","181014"
"","","","Hose Nozzles & Wands","","","181015"
"","","","Lawn Sprinklers","","","20542"
"","","","Spigots","","","181012"
"","","","Valves","","","75673"
"","","","Watering Cans","","","20547"
"","","","Water Pumps & Pressure Tanks","","","118851"
"","","","Water Storage & Rain Barrels","","","139915"
"","","","Watering Timers & Controllers","","","75672"
"","","","Other Watering Equipment","","","29522"
"","","Other Yard, Garden & Outdoor","","","","159913"
"","Wholesale Lots","","","","","31605"
"","","Bed & Bath","","","","48758"
"","","Building & Repair Materials","","","","42338"
"","","Educational Materials","","","","52559"
"","","Housekeeping & Organizing","","","","56140"
"","","Home Furnishings","","","","40144"
"","","Kitchen, Dining & Bar","","","","48759"
"","","Lamps, Lighting & Ceiling Fans","","","","56141"
"","","Lawn & Garden","","","","40145"
"","","Tools","","","","42339"
"","","","Air Tools","","","42340"
"","","","Hand Tools","","","42341"
"","","","Power Tools","","","42346"
"","","","Other Wholesale Tools","","","46772"
"","","Wedding & Party Supplies","","","","51016"
"","","","Glow Sticks","","","51019"
"","","","Party Supplies","","","51017"
"","","","Wedding Supplies","","","51018"
"","","","Other Wholesale Party Supplies","","","14882"
"","","Other Whlsl Home & Garden Lots","","","","14883"
"","Other Home & Garden","","","","","181076"
"Jewelry & Watches","","","","","","281"
"","Children's Jewelry","","","","","84605"
"","","Bracelets","","","","84606"
"","","Earrings","","","","98476"
"","","Necklaces & Pendants","","","","84607"
"","","Rings","","","","98477"
"","","Sets","","","","98478"
"","","Mixed Lots","","","","164208"
"","","Other Children's Jewelry","","","","84608"
"","Engagement & Wedding","","","","","91427"
"","","Engagement Rings","","","","92905"
"","","","CZ, Moissanite & Simulated","","","92868"
"","","","Diamond","","","164306"
"","","","Gemstone","","","177020"
"","","","Settings Only","","","164309"
"","","","Other Engagement Rings","","","164308"
"","","Engagement/Wedding Ring Sets","","","","92908"
"","","","CZ, Moissanite & Simulated","","","92878"
"","","","Diamonds & Gemstones","","","92909"
"","","","Sets without Stones","","","177019"
"","","","Other Wedding Ring Sets","","","164305"
"","","Wedding & Anniversary Bands","","","","92842"
"","","","Bands without Stones","","","92852"
"","","","CZ, Moissanite & Simulated","","","97681"
"","","","Diamonds & Gemstones","","","92853"
"","","","Other Wedding & Anniv. Bands","","","92866"
"","","Bridal & Wedding Party Jewelry","","","","164310"
"","","Other Wedding Jewelry","","","","164311"
"","Ethnic, Regional & Tribal","","","","","11312"
"","","African","","","","98479"
"","","","Bracelets","","","98480"
"","","","Necklaces & Pendants","","","98481"
"","","","Other African Jewelry","","","34064"
"","","Asian & East Indian","","","","98508"
"","","","Beads","","","164302"
"","","","Bracelets","","","98509"
"","","","Earrings","","","98510"
"","","","Necklaces & Pendants","","","98511"
"","","","Rings","","","98512"
"","","","Sets","","","98513"
"","","","Other Asian, E. Indian Jewelry","","","11313"
"","","Celtic","","","","98482"
"","","","Bracelets","","","98483"
"","","","Earrings","","","98484"
"","","","Necklaces & Pendants","","","98485"
"","","","Pins, Brooches","","","98486"
"","","","Rings","","","98487"
"","","","Other Celtic Jewelry","","","34065"
"","","Mexican","","","","98488"
"","","","Bracelets","","","98489"
"","","","Earrings","","","98490"
"","","","Necklaces & Pendants","","","98491"
"","","","Pins, Brooches","","","98492"
"","","","Rings","","","98493"
"","","","Sets","","","98494"
"","","","Other Mexican Jewelry","","","11314"
"","","Middle Eastern","","","","166732"
"","","Native American","","","","98495"
"","","","Bracelets","","","98496"
"","","","Earrings","","","98497"
"","","","Necklaces & Pendants","","","98498"
"","","","Pins, Brooches","","","98499"
"","","","Rings","","","98500"
"","","","Sets","","","98501"
"","","","Watches","","","98502"
"","","","Unsigned Artisan Jewelry","","","166733"
"","","","Other Native American Jewelry","","","11315"
"","","South American","","","","98503"
"","","","Bracelets","","","98504"
"","","","Earrings","","","98505"
"","","","Necklaces & Pendants","","","98506"
"","","","Other South American Jewelry","","","98507"
"","","Southwestern","","","","164301"
"","","Other Ethnic, Regional Jewelry","","","","288"
"","Fashion Jewelry","","","","","10968"
"","","Anklets","","","","43205"
"","","Body Jewelry","","","","15124"
"","","","Body Chains","","","98526"
"","","","Body Piercing Jewelry","","","32050"
"","","","Fake & Cheater Body Jewelry","","","177769"
"","","","Grillz, Dental Grills","","","152808"
"","","","Replacement Parts","","","136990"
"","","","Retainers & Hide-its","","","98542"
"","","","Stickers & Body Art","","","177768"
"","","","Other Body Jewelry","","","110399"
"","","Bracelets","","","","50637"
"","","Charms & Charm Bracelets","","","","140944"
"","","Collar Tips","","","","177651"
"","","Earrings","","","","50647"
"","","Eyeglass Chains & Holders","","","","164461"
"","","Hair & Head Jewelry","","","","110620"
"","","Jewelry Sets","","","","50692"
"","","Necklaces & Pendants","","","","155101"
"","","Pins & Brooches","","","","50677"
"","","Rings","","","","67681"
"","","Shoe Charms","","","","163549"
"","","Toe Rings","","","","140010"
"","","Wristbands","","","","112603"
"","","Mixed Items & Lots","","","","10970"
"","","Other Fashion Jewelry","","","","499"
"","Fine Jewelry","","","","","4196"
"","","Fine Anklets","","","","101437"
"","","Fine Bracelets","","","","10975"
"","","","Diamond","","","10976"
"","","","Gemstone","","","164315"
"","","","Pearl","","","164316"
"","","","Precious Metal without Stones","","","164313"
"","","","Other Fine Bracelets","","","3839"
"","","Fine Charms & Charm Bracelets","","","","140956"
"","","Fine Earrings","","","","10985"
"","","","Diamond","","","10986"
"","","","Gemstone","","","164321"
"","","","Pearl","","","10990"
"","","","Precious Metal without Stones","","","164319"
"","","","Other Fine Earrings","","","10984"
"","","Fine Jewelry Sets","","","","164324"
"","","","Diamonds & Gemstones","","","164326"
"","","","Pearl","","","164327"
"","","","Precious Metal without Stones","","","164325"
"","","","Other Fine Jewelry Sets","","","164328"
"","","Fine Necklaces & Pendants","","","","164329"
"","","","Diamond","","","164331"
"","","","Gemstone","","","164332"
"","","","Pearl","","","164333"
"","","","Precious Metal without Stones","","","164330"
"","","","Other Fine Necklaces, Pendants","","","164334"
"","","Fine Pins & Brooches","","","","11008"
"","","","Diamonds & Gemstones","","","164337"
"","","","Pearl","","","11013"
"","","","Precious Metal without Stones","","","164336"
"","","","Other Fine Pins & Brooches","","","11007"
"","","Fine Rings","","","","67725"
"","","","Diamond","","","67726"
"","","","Gemstone","","","164343"
"","","","Pearl","","","11021"
"","","","Precious Metal without Stones","","","164341"
"","","","Other Fine Rings","","","177030"
"","","Other Fine Jewelry","","","","505"
"","Handcrafted, Artisan Jewelry","","","","","110633"
"","","Altered Art","","","","152806"
"","","Anklets","","","","110634"
"","","Bracelets","","","","110635"
"","","Brooches, Pins","","","","152807"
"","","Earrings","","","","110645"
"","","Eyeglass Chains","","","","164350"
"","","Hair Jewelry","","","","164351"
"","","Lanyards","","","","150143"
"","","Necklaces & Pendants","","","","110655"
"","","Rings","","","","110666"
"","","Sets","","","","34071"
"","","Watches","","","","110667"
"","","Other Artisan Jewelry","","","","12519"
"","Jewelry Boxes & Organizers","","","","","10321"
"","","Jewelry Boxes","","","","3820"
"","","Jewelry Holders & Organizers","","","","168159"
"","","","Bracelet","","","168160"
"","","","Earring","","","168161"
"","","","Necklace & Pendant","","","168162"
"","","","Ring","","","168163"
"","","","Watch","","","168164"
"","","","Multi-Purpose","","","168165"
"","","","Other Jewelry Holders","","","168166"
"","","Other Jewelry Organizers","","","","164372"
"","Jewelry Design & Repair","","","","","164352"
"","","Jewelry Cleaners & Polish","","","","67720"
"","","Jewelry Findings","","","","164353"
"","","","Bead Caps","","","67715"
"","","","Chains","","","10322"
"","","","Clasps & Hooks","","","67716"
"","","","Connectors","","","67717"
"","","","Cord","","","67718"
"","","","Crimp & End Beads","","","164354"
"","","","Jump Rings & Split Rings","","","164355"
"","","","Pins & Needles","","","67712"
"","","","Spacers","","","67713"
"","","","Wire","","","67714"
"","","","Other Jewelry Design Findings","","","164356"
"","","Jewelry Settings","","","","67707"
"","","","Earring","","","67708"
"","","","Pendant","","","67709"
"","","","Ring","","","67710"
"","","","Other Jewelry Settings","","","12520"
"","","Jewelry Tools","","","","34082"
"","","","Anvils & Bench Blocks","","","179252"
"","","","Burs & Bits","","","179253"
"","","","Casting Tools","","","179254"
"","","","Engraving Tools","","","34083"
"","","","Files & Rifflers","","","179255"
"","","","Gauges & Stone Measuring","","","179256"
